chr,chr_bkpt,peak,mark,is_bkpt
chr7,138539032,0,TFs_and_others_OLIG2,1
chr7,138539032,0,Histone_CENPA,1
chr7,138539032,0,TFs_and_others_CHAT,1
chr7,138539032,0,TFs_and_others_MECP2,1
chr7,138539032,0,TFs_and_others_FOXP2,1
chr7,138539032,0,Histone_H3K9ac,1
chr7,138539032,0,TFs_and_others_SATB1,1
chr7,138539032,0,TFs_and_others_NFIC,1
chr7,138539032,0,TFs_and_others_ZBTB33,1
chr7,138539032,0,TFs_and_others_FOXJ3,1
chr7,138539032,0,TFs_and_others_RFX5,1
chr7,138539032,0,TFs_and_others_GLIS3,1
chr7,138539032,0,TFs_and_others_ARID1A,1
chr7,138539032,0,TFs_and_others_TOP2B,1
chr7,138539032,0,TFs_and_others_SMARCC1,1
chr7,138539032,0,TFs_and_others_JUN,1
chr7,138539032,0,TFs_and_others_HOXC9,1
chr15,111870527,0,TFs_and_others_ZFP30,0
chr15,111870527,0,TFs_and_others_TSHZ2,0
chr15,111870527,0,TFs_and_others_CDK9,0
chr15,111870527,0,TFs_and_others_KDM1A,0
chr15,111870527,0,TFs_and_others_OLIG2,0
chr15,111870527,0,Histone_CENPA,0
chr15,111870527,0,TFs_and_others_CHAT,0
chr15,111870527,0,TFs_and_others_MECP2,0
chr15,111870527,0,TFs_and_others_FOXP2,0
chr15,111870527,0,Histone_H3K9ac,0
chr15,111870527,0,TFs_and_others_SATB1,0
chr15,111870527,0,TFs_and_others_NFIC,0
chr15,111870527,0,TFs_and_others_ZBTB33,0
chr15,111870527,0,TFs_and_others_FOXJ3,0
chr15,111870527,0,TFs_and_others_RFX5,0
chr15,111870527,0,TFs_and_others_GLIS3,0
chr15,111870527,0,TFs_and_others_ARID1A,0
chr15,111870527,0,TFs_and_others_TOP2B,0
chr15,111870527,0,TFs_and_others_SMARCC1,0
chr3,80764318,0,TFs_and_others_ZFP30,0
chr3,80764318,0,TFs_and_others_TSHZ2,0
chr3,80764318,0,TFs_and_others_CDK9,0
chr3,80764318,0,TFs_and_others_KDM1A,0
chr3,80764318,0,TFs_and_others_OLIG2,0
chr3,80764318,0,Histone_CENPA,0
chr3,80764318,0,TFs_and_others_CHAT,0
chr3,80764318,0,TFs_and_others_MECP2,0
chr3,80764318,0,TFs_and_others_FOXP2,0
chr3,80764318,0,Histone_H3K9ac,0
chr3,80764318,0,TFs_and_others_SATB1,0
chr3,80764318,0,TFs_and_others_NFIC,0
chr3,80764318,0,TFs_and_others_ZBTB33,0
chr3,80764318,0,TFs_and_others_FOXJ3,0
chr3,80764318,0,TFs_and_others_RFX5,0
chr3,80764318,0,TFs_and_others_GLIS3,0
chr3,80764318,0,TFs_and_others_ARID1A,0
chr3,80764318,0,TFs_and_others_TOP2B,0
chr3,80764318,0,TFs_and_others_SMARCC1,0
chr20,62335164,0,TFs_and_others_ZFP30,0
chr20,62335164,0,TFs_and_others_TSHZ2,0
chr20,62335164,0,TFs_and_others_CDK9,0
chr20,62335164,0,TFs_and_others_KDM1A,0
chr20,62335164,0,TFs_and_others_OLIG2,0
chr20,62335164,0,Histone_CENPA,0
chr20,62335164,0,TFs_and_others_CHAT,0
chr20,62335164,0,TFs_and_others_MECP2,0
chr20,62335164,0,TFs_and_others_FOXP2,0
chr20,62335164,0,Histone_H3K9ac,0
chr20,62335164,0,TFs_and_others_SATB1,0
chr20,62335164,0,TFs_and_others_NFIC,0
chr20,62335164,0,TFs_and_others_ZBTB33,0
chr20,62335164,0,TFs_and_others_FOXJ3,0
chr20,62335164,0,TFs_and_others_RFX5,0
chr20,62335164,0,TFs_and_others_GLIS3,0
chr20,62335164,0,TFs_and_others_ARID1A,0
chr20,62335164,0,TFs_and_others_TOP2B,0
chr20,62335164,0,TFs_and_others_SMARCC1,0
chr7,138539032,0,TFs_and_others_ZFP30,1
chr7,138539032,0,TFs_and_others_TSHZ2,1
chr7,138539032,0,TFs_and_others_CDK9,1
chr7,138539032,0,TFs_and_others_KDM1A,1
chr7,138539032,0,TFs_and_others_OLIG2,1
chr7,138539032,0,Histone_CENPA,1
chr7,138539032,0,TFs_and_others_CHAT,1
chr7,138539032,0,TFs_and_others_MECP2,1
chr7,138539032,0,TFs_and_others_FOXP2,1
chr7,138539032,0,Histone_H3K9ac,1
chr7,138539032,0,TFs_and_others_SATB1,1
chr7,138539032,0,TFs_and_others_NFIC,1
chr7,138539032,0,TFs_and_others_ZBTB33,1
chr7,138539032,0,TFs_and_others_FOXJ3,1
chr7,138539032,0,TFs_and_others_RFX5,1
chr7,138539032,0,TFs_and_others_GLIS3,1
chr7,138539032,0,TFs_and_others_ARID1A,1
chr7,138539032,0,TFs_and_others_TOP2B,1
chr7,138539032,0,TFs_and_others_SMARCC1,1
chr7,138539032,0,TFs_and_others_JUN,1
chr7,138539032,0,TFs_and_others_HOXC9,1
chr7,205500196,0,TFs_and_others_ZFP30,0
chr7,205500196,0,TFs_and_others_TSHZ2,0
chr7,205500196,0,TFs_and_others_CDK9,0
chr7,205500196,0,TFs_and_others_KDM1A,0
chr7,205500196,0,TFs_and_others_OLIG2,0
chr7,205500196,0,Histone_CENPA,0
chr7,205500196,0,TFs_and_others_CHAT,0
chr7,205500196,0,TFs_and_others_MECP2,0
chr7,205500196,0,TFs_and_others_FOXP2,0
chr7,205500196,0,Histone_H3K9ac,0
chr7,205500196,0,TFs_and_others_SATB1,0
chr7,205500196,0,TFs_and_others_NFIC,0
chr7,205500196,0,TFs_and_others_ZBTB33,0
chr7,205500196,0,TFs_and_others_FOXJ3,0
chr7,205500196,0,TFs_and_others_RFX5,0
chr7,205500196,0,TFs_and_others_GLIS3,0
chr7,205500196,0,TFs_and_others_ARID1A,0
chr7,205500196,0,TFs_and_others_TOP2B,0
chr7,205500196,0,TFs_and_others_SMARCC1,0
chr18,75544718,181,Histone_H3K27me3,0
chr20,31198224,111,Histone_H3K27ac,0
chr20,31198224,340,Histone_H3K4me1,0
chr12,8672052,315,TFs_and_others_EP300,0
chr4,179146652,237,TFs_and_others_NANOG,0
chr3,138212320,671,Histone_H3K27ac,0
chr3,138212320,166,Histone_H3K4me1,0
chr17,47547506,131,Histone_H3K9ac,0
chr17,47547506,171,Histone_H3K4me,0
chr17,47547506,82,TFs_and_others_SMARCA4,0
chr17,47547506,149,TFs_and_others_EZH2,0
chr17,47547506,796,Histone_H3K27ac,0
chr17,47547506,383,TFs_and_others_RARA,0
chr17,47547506,108,TFs_and_others_BMI1,0
chr17,47547506,723,Histone_H3K4me2,0
chr17,47547506,307,Histone_H3K9K14ac,0
chr17,47547506,1275,Histone_H3K4me3,0
chr17,47547506,204,TFs_and_others_MYCN,0
chr17,47547506,207,TFs_and_others_BRD4,0
chr17,47547506,241,TFs_and_others_VSX2,0
chr17,47547506,167,TFs_and_others_EP300,0
chr17,47547506,307,Histone_H3K27me3,0
chr17,47547506,287,TFs_and_others_CIC,0
chr17,47547506,424,Histone_H3K4me1,0
chr17,47547506,92,Histone_H3K122ac,0
chr3,62598622,140,Histone_H3K27me3,0
chr11,68310847,127,Histone_H3K27ac,0
chr11,68310847,228,Histone_H3K4me1,0
chr4,96072541,218,TFs_and_others_KDM1A,0
chr4,96072541,238,TFs_and_others_FOXJ3,0
chr4,96072541,89,TFs_and_others_YY1,0
chr4,96072541,673,TFs_and_others_TFAP2B,0
chr4,96072541,464,TFs_and_others_GATA3,0
chr4,96072541,1448,TFs_and_others_ISL1,0
chr4,96072541,329,Histone_H3K27ac,0
chr4,96072541,1405,TFs_and_others_RARA,0
chr4,96072541,394,TFs_and_others_PITX3,0
chr4,96072541,325,TFs_and_others_TBX2,0
chr4,96072541,261,TFs_and_others_MAML3,0
chr4,96072541,268,TFs_and_others_TCF12,0
chr4,96072541,142,TFs_and_others_TWIST1,0
chr4,96072541,322,TFs_and_others_MYCN,0
chr4,96072541,105,TFs_and_others_MYC,0
chr4,96072541,251,TFs_and_others_BRD4,0
chr4,96072541,172,TFs_and_others_RAD21,0
chr4,96072541,966,TFs_and_others_EP300,0
chr4,96072541,299,TFs_and_others_RCOR1,0
chr4,96072541,141,TFs_and_others_REST,0
chr4,96072541,1477,TFs_and_others_MEIS1,0
chr4,96072541,134,TFs_and_others_CHD2,0
chr4,96072541,480,TFs_and_others_EBF3,0
chr4,96072541,1167,TFs_and_others_GATA2,0
chr4,96072541,211,TFs_and_others_PHOX2B,0
chr4,96072541,403,TFs_and_others_ASCL1,0
chr4,96072541,128,TFs_and_others_MXI1,0
chr4,96072541,1535,TFs_and_others_HAND2,0
chr3,23259419,179,TFs_and_others_JUN,0
chr3,23259419,134,Histone_H3K27ac,0
chr3,23259419,144,Histone_H3K4me1,0
chr14,92881269,170,Histone_H3K27ac,0
chr9,88298218,245,Histone_H3K4me1,0
chr11,2022164,284,TFs_and_others_RAD21,0
chr11,2022164,567,TFs_and_others_CTCF,0
chr11,2022164,153,Histone_H3.3,0
chr2,201607648,632,Histone_H3K27ac,0
chr2,201607648,137,Histone_H3K27me3,0
chr17,147940297,339,Histone_H3K27ac,0
chr17,147940297,157,TFs_and_others_PITX3,0
chr17,147940297,1103,TFs_and_others_MAU2,0
chr17,147940297,229,Histone_H3K4me3,0
chr17,147940297,705,Histone_H3K9me3,0
chr17,147940297,620,Histone_H3.3,0
chr17,147940297,297,Histone_H4K20me1,0
chr10,28024866,154,Histone_H3K27ac,0
chr10,28024866,142,Histone_H3K36me3,0
chr10,28024866,249,Histone_H3K27me3,0
chr10,28024866,217,Histone_H3K4me1,0
chr11,90409212,311,Histone_H3K9me3,0
chr11,90409212,244,TFs_and_others_RAD21,0
chr11,90409212,197,TFs_and_others_CTCF,0
chr17,128259908,339,Histone_H3K27ac,0
chr17,128259908,157,TFs_and_others_PITX3,0
chr17,128259908,1103,TFs_and_others_MAU2,0
chr17,128259908,229,Histone_H3K4me3,0
chr17,128259908,705,Histone_H3K9me3,0
chr17,128259908,620,Histone_H3.3,0
chr17,128259908,297,Histone_H4K20me1,0
chr9,20981777,244,TFs_and_others_NFIC,0
chr9,20981777,134,TFs_and_others_JUN,0
chr9,20981777,94,TFs_and_others_TEAD1,0
chr9,20981777,200,TFs_and_others_SMARCA4,0
chr9,20981777,87,TFs_and_others_STAG2,0
chr9,20981777,486,Histone_H3K27ac,0
chr9,20981777,629,Histone_H3K4me2,0
chr9,20981777,249,TFs_and_others_MAU2,0
chr9,20981777,527,Histone_H3K4me3,0
chr9,20981777,225,TFs_and_others_EP300,0
chr9,20981777,213,Histone_H3K4me1,0
chr9,20981777,214,TFs_and_others_CREBBP,0
chr9,20981777,100,TFs_and_others_STAG1,0
chr18,26133037,143,TFs_and_others_OTX2,0
chr21,33056297,392,TFs_and_others_OTX2,0
chr17,180112550,339,Histone_H3K27ac,0
chr17,180112550,157,TFs_and_others_PITX3,0
chr17,180112550,1103,TFs_and_others_MAU2,0
chr17,180112550,229,Histone_H3K4me3,0
chr17,180112550,705,Histone_H3K9me3,0
chr17,180112550,620,Histone_H3.3,0
chr17,180112550,297,Histone_H4K20me1,0
chr3,118805001,293,Histone_H3K4me3,0
chr4,41987573,891,TFs_and_others_NANOG,0
chr5,7507454,119,Histone_H3K4me3,0
chr5,7507454,141,Histone_H3K27me3,0
chr5,171925073,520,Histone_H3K27ac,0
chr5,171925073,168,Histone_H3K27me3,0
chr5,171925073,287,Histone_H3.3,0
chr3,120359119,816,TFs_and_others_Epitope tags,0
chr17,88673112,339,Histone_H3K27ac,0
chr17,88673112,157,TFs_and_others_PITX3,0
chr17,88673112,1103,TFs_and_others_MAU2,0
chr17,88673112,229,Histone_H3K4me3,0
chr17,88673112,705,Histone_H3K9me3,0
chr17,88673112,620,Histone_H3.3,0
chr17,88673112,297,Histone_H4K20me1,0
chr1,150164665,2069,TFs_and_others_JUN,0
chr1,150164665,1540,TFs_and_others_TEAD1,0
chr1,150164665,345,TFs_and_others_SMARCA4,0
chr1,150164665,1523,TFs_and_others_GATA3,0
chr1,150164665,351,TFs_and_others_ISL1,0
chr1,150164665,1050,Histone_H3K27ac,0
chr1,150164665,311,Histone_H3K4me2,0
chr1,150164665,205,Histone_H3K4me3,0
chr1,150164665,1780,TFs_and_others_TCF12,0
chr1,150164665,1131,TFs_and_others_MEF2A,0
chr1,150164665,339,TFs_and_others_RXRA,0
chr1,150164665,158,TFs_and_others_MED1,0
chr1,150164665,136,Histone_H3K4me1,0
chr1,150164665,551,TFs_and_others_FOSL2,0
chr17,75327858,267,Histone_H3K9ac,0
chr17,75327858,561,TFs_and_others_TOP2B,0
chr17,75327858,191,TFs_and_others_JUN,0
chr17,75327858,189,Histone_H3K4me,0
chr17,75327858,244,TFs_and_others_FLI1,0
chr17,75327858,148,TFs_and_others_Epitope tags,0
chr17,75327858,696,TFs_and_others_TFAP2B,0
chr17,75327858,314,TFs_and_others_SMARCA4,0
chr17,75327858,1561,TFs_and_others_STAG2,0
chr17,75327858,367,TFs_and_others_CHD8,0
chr17,75327858,833,Histone_H3K27ac,0
chr17,75327858,85,TFs_and_others_TBX2,0
chr17,75327858,1414,Histone_H3K4me2,0
chr17,75327858,192,TFs_and_others_MAU2,0
chr17,75327858,556,Histone_H3K4me3,0
chr17,75327858,167,TFs_and_others_CHD7,0
chr17,75327858,408,TFs_and_others_TCF12,0
chr17,75327858,327,TFs_and_others_MYCN,0
chr17,75327858,2270,TFs_and_others_RAD21,0
chr17,75327858,2717,TFs_and_others_CTCF,0
chr17,75327858,590,TFs_and_others_EP300,0
chr17,75327858,388,TFs_and_others_REST,0
chr17,75327858,141,TFs_and_others_MAX,0
chr17,75327858,268,TFs_and_others_EBF3,0
chr17,75327858,139,Histone_H2A.Z,0
chr17,75327858,323,Histone_H3K4me1,0
chr17,75327858,326,TFs_and_others_MXI1,0
chr17,75327858,1018,TFs_and_others_SMC1A,0
chr17,75327858,202,TFs_and_others_HAND2,0
chr17,75327858,2259,TFs_and_others_STAG1,0
chr17,75327858,1863,TFs_and_others_SMC3,0
chr17,195772011,339,Histone_H3K27ac,0
chr17,195772011,157,TFs_and_others_PITX3,0
chr17,195772011,1103,TFs_and_others_MAU2,0
chr17,195772011,229,Histone_H3K4me3,0
chr17,195772011,705,Histone_H3K9me3,0
chr17,195772011,620,Histone_H3.3,0
chr17,195772011,297,Histone_H4K20me1,0
chr19,39629874,124,TFs_and_others_ARID1B,0
chr19,39629874,146,Histone_H3K4me,0
chr19,39629874,852,Histone_H3K27ac,0
chr19,39629874,139,Histone_H3K36me3,0
chr19,39629874,179,Histone_H3K4me2,0
chr19,39629874,90,Histone_H3K4me3,0
chr19,39629874,343,Histone_H3K4me1,0
chr1,52433740,110,Histone_H3K9me3,0
chr11,87625627,314,Histone_H3K9me3,0
chr5,96159136,330,Histone_H3K27ac,0
chr5,96159136,95,Histone_H3K4me1,0
chr19,7063197,229,TFs_and_others_PHOX2B,0
chr17,176630722,339,Histone_H3K27ac,0
chr17,176630722,157,TFs_and_others_PITX3,0
chr17,176630722,1103,TFs_and_others_MAU2,0
chr17,176630722,229,Histone_H3K4me3,0
chr17,176630722,705,Histone_H3K9me3,0
chr17,176630722,620,Histone_H3.3,0
chr17,176630722,297,Histone_H4K20me1,0
chr10,42532391,234,TFs_and_others_OLIG2,0
chr10,42532391,236,Histone_H3S10ph,0
chr10,42532391,227,TFs_and_others_MGMT,0
chr10,42532391,334,Histone_H3K27ac,0
chr10,42532391,275,Histone_H3K4me2,0
chr10,42532391,355,Histone_H3K4me3,0
chr10,42532391,169,Histone_H3K9me3,0
chr10,42532391,183,TFs_and_others_NANOG,0
chr10,42532391,253,TFs_and_others_CTCF,0
chr10,42532391,299,Histone_H3.3,0
chr10,42532391,368,TFs_and_others_DNAJC2,0
chr9,71544704,97,Histone_H3K9me3,0
chr9,71544704,141,Histone_H3K27me3,0
chr13,96947403,556,TFs_and_others_NANOG,0
chr13,96947403,101,Histone_H3K4me1,0
chr13,96947403,188,TFs_and_others_ASCL1,0
chr10,95871010,312,Histone_H3K27ac,0
chr17,70373117,240,TFs_and_others_HOXC9,0
chr17,70373117,420,TFs_and_others_FLI1,0
chr17,70373117,273,TFs_and_others_TFAP2B,0
chr17,70373117,225,TFs_and_others_SMARCA4,0
chr17,70373117,610,TFs_and_others_ISL1,0
chr17,70373117,760,Histone_H3K27ac,0
chr17,70373117,1250,TFs_and_others_RARA,0
chr17,70373117,400,TFs_and_others_PITX3,0
chr17,70373117,115,TFs_and_others_TBX2,0
chr17,70373117,80,Histone_H3K4me3,0
chr17,70373117,168,TFs_and_others_MAML3,0
chr17,70373117,1411,TFs_and_others_TCF12,0
chr17,70373117,1626,TFs_and_others_TWIST1,0
chr17,70373117,104,TFs_and_others_MYCN,0
chr17,70373117,143,TFs_and_others_BRD4,0
chr17,70373117,349,TFs_and_others_RAD21,0
chr17,70373117,1230,TFs_and_others_EP300,0
chr17,70373117,218,TFs_and_others_RCOR1,0
chr17,70373117,705,TFs_and_others_MEIS1,0
chr17,70373117,175,TFs_and_others_CHD2,0
chr17,70373117,209,TFs_and_others_EBF3,0
chr17,70373117,87,Histone_H3.3,0
chr17,70373117,618,TFs_and_others_TEAD4,0
chr17,70373117,153,Histone_H3K4me1,0
chr17,70373117,1446,TFs_and_others_PHOX2B,0
chr17,70373117,147,TFs_and_others_MXI1,0
chr17,70373117,1253,TFs_and_others_TCF4,0
chr17,70373117,1421,TFs_and_others_HAND2,0
chr17,101589446,339,Histone_H3K27ac,0
chr17,101589446,157,TFs_and_others_PITX3,0
chr17,101589446,1103,TFs_and_others_MAU2,0
chr17,101589446,229,Histone_H3K4me3,0
chr17,101589446,705,Histone_H3K9me3,0
chr17,101589446,620,Histone_H3.3,0
chr17,101589446,297,Histone_H4K20me1,0
chr16,1544547,75,Histone_H3K9ac,0
chr16,1544547,295,TFs_and_others_TOP2B,0
chr16,1544547,115,Histone_H3K4me,0
chr16,1544547,116,TFs_and_others_SMARCA4,0
chr16,1544547,339,TFs_and_others_STAG2,0
chr16,1544547,506,Histone_H3K27ac,0
chr16,1544547,76,Histone_H3K36me3,0
chr16,1544547,1725,Histone_H3K4me2,0
chr16,1544547,2102,Histone_H3K4me3,0
chr16,1544547,2168,TFs_and_others_RAD21,0
chr16,1544547,2320,TFs_and_others_CTCF,0
chr16,1544547,166,TFs_and_others_EBF3,0
chr16,1544547,307,Histone_H3K4me1,0
chr16,1544547,203,TFs_and_others_SMC1A,0
chr16,1544547,741,TFs_and_others_STAG1,0
chr16,1544547,611,TFs_and_others_SMC3,0
chr4,34837328,278,TFs_and_others_RARA,0
chr17,129991671,339,Histone_H3K27ac,0
chr17,129991671,157,TFs_and_others_PITX3,0
chr17,129991671,1103,TFs_and_others_MAU2,0
chr17,129991671,229,Histone_H3K4me3,0
chr17,129991671,705,Histone_H3K9me3,0
chr17,129991671,620,Histone_H3.3,0
chr17,129991671,297,Histone_H4K20me1,0
chr5,31133609,563,TFs_and_others_JUN,0
chr5,31133609,1777,TFs_and_others_FLI1,0
chr5,31133609,249,TFs_and_others_SMARCA4,0
chr5,31133609,463,Histone_H3K27ac,0
chr5,31133609,323,Histone_H3K4me2,0
chr5,31133609,471,Histone_H3K4me3,0
chr5,31133609,171,Histone_H3.3,0
chr5,31133609,222,Histone_H3K4me1,0
chr6,23358561,244,Histone_H3K27ac,0
chr6,23358561,137,TFs_and_others_OTX2,0
chr6,23358561,154,Histone_H3K4me1,0
chr8,63674780,121,Histone_H3K27me3,0
chr9,34591221,562,TFs_and_others_EZH2,0
chr9,34591221,1356,Histone_H3K4me2,0
chr9,34591221,221,Histone_H3K4me3,0
chr9,34591221,373,Histone_H3K27me3,0
chr9,34591221,433,Histone_H3.3,0
chr9,34591221,176,TFs_and_others_CIC,0
chr9,34591221,236,Histone_H3K4me1,0
chr4,166028044,419,TFs_and_others_OTX2,0
chr7,47217339,106,Histone_H3K27me3,0
chr2,64540052,696,Histone_H3K27ac,0
chr2,64540052,109,Histone_H3K4me3,0
chr2,64540052,167,TFs_and_others_RAD21,0
chr2,64540052,200,Histone_H3K4me1,0
chr2,200524969,141,Histone_H3K9me3,0
chr2,200524969,229,Histone_H3K27me3,0
chr17,124202534,339,Histone_H3K27ac,0
chr17,124202534,157,TFs_and_others_PITX3,0
chr17,124202534,1103,TFs_and_others_MAU2,0
chr17,124202534,229,Histone_H3K4me3,0
chr17,124202534,705,Histone_H3K9me3,0
chr17,124202534,620,Histone_H3.3,0
chr17,124202534,297,Histone_H4K20me1,0
chr9,2157007,145,Histone_H3K4me1,0
chr2,28093158,556,Histone_H3K27ac,0
chr6,159836732,168,Histone_H3K9me3,0
chr1,78006315,590,TFs_and_others_JUN,0
chr1,78006315,667,Histone_H3K27ac,0
chr1,78006315,235,Histone_H3K4me3,0
chr1,78006315,410,TFs_and_others_BRD4,0
chr1,78006315,135,TFs_and_others_MED1,0
chr1,78006315,146,Histone_H3K4me1,0
chr6,26286847,199,TFs_and_others_YAP1,0
chr6,26286847,133,TFs_and_others_FLI1,0
chr6,26286847,121,TFs_and_others_Epitope tags,0
chr6,26286847,526,TFs_and_others_E2F1,0
chr6,26286847,140,Histone_H3K27ac,0
chr6,26286847,353,TFs_and_others_GUCY1B3,0
chr6,26286847,116,TFs_and_others_MAU2,0
chr6,26286847,201,Histone_H3K4me3,0
chr6,26286847,426,Histone_H3K9me3,0
chr6,26286847,185,TFs_and_others_TCF12,0
chr6,26286847,486,TFs_and_others_MYCN,0
chr6,26286847,654,TFs_and_others_BRD4,0
chr6,26286847,320,TFs_and_others_RAD21,0
chr6,26286847,492,TFs_and_others_EP300,0
chr6,26286847,367,TFs_and_others_GTF3C2,0
chr6,26286847,444,Histone_H3K27me3,0
chr6,26286847,717,TFs_and_others_TEAD4,0
chr6,26286847,546,TFs_and_others_FOSL2,0
chr6,26286847,645,TFs_and_others_ATF3,0
chr12,89861804,699,TFs_and_others_RARA,0
chr17,171338857,339,Histone_H3K27ac,0
chr17,171338857,157,TFs_and_others_PITX3,0
chr17,171338857,1103,TFs_and_others_MAU2,0
chr17,171338857,229,Histone_H3K4me3,0
chr17,171338857,705,Histone_H3K9me3,0
chr17,171338857,620,Histone_H3.3,0
chr17,171338857,297,Histone_H4K20me1,0
chr2,181314257,517,Histone_H3K27ac,0
chr2,181314257,182,Histone_H3K4me1,0
chr1,204602829,58,Histone_H3.3,0
chr1,28232317,549,Histone_H3K36me3,0
chr6,28784426,251,Histone_H3K4me2,0
chr6,28784426,327,Histone_H3K4me3,0
chr5,132682871,1548,TFs_and_others_RAD21,0
chr5,132682871,1582,TFs_and_others_CTCF,0
chr5,73877930,555,TFs_and_others_JUN,0
chr5,73877930,113,Histone_H3K4me1,0
chr5,73877930,143,TFs_and_others_ATF3,0
chr2,176917737,163,Histone_H3K27me3,0
chr13,54777697,135,TFs_and_others_RARA,0
chr13,54777697,575,TFs_and_others_MEIS1,0
chr8,95700169,249,Histone_H3K9me3,0
chr8,95700169,230,Histone_H3K27me3,0
chr14,50596165,413,Histone_H3K36me3,0
chr2,191770536,181,Histone_H3K27ac,0
chr12,22949496,124,Histone_H3K27ac,0
chr4,185015915,482,TFs_and_others_TFAP2B,0
chr4,185015915,454,TFs_and_others_ISL1,0
chr4,185015915,282,Histone_H3K27ac,0
chr4,185015915,480,TFs_and_others_RARA,0
chr4,185015915,280,TFs_and_others_PITX3,0
chr4,185015915,246,Histone_H3K4me3,0
chr4,185015915,496,TFs_and_others_OTX2,0
chr4,185015915,115,TFs_and_others_RAD21,0
chr4,185015915,368,TFs_and_others_EP300,0
chr4,185015915,147,TFs_and_others_RCOR1,0
chr4,185015915,338,TFs_and_others_EBF3,0
chr4,185015915,593,TFs_and_others_GATA2,0
chr4,185015915,109,Histone_H3K4me1,0
chr4,185015915,145,TFs_and_others_ASCL1,0
chr4,185015915,277,TFs_and_others_HAND2,0
chr11,19100731,87,Histone_H3K4me1,0
chr10,12131403,95,Histone_H3K27ac,0
chr3,151563112,424,TFs_and_others_RARA,0
chr3,151563112,226,TFs_and_others_PHOX2B,0
chr17,98413153,339,Histone_H3K27ac,0
chr17,98413153,157,TFs_and_others_PITX3,0
chr17,98413153,1103,TFs_and_others_MAU2,0
chr17,98413153,229,Histone_H3K4me3,0
chr17,98413153,705,Histone_H3K9me3,0
chr17,98413153,620,Histone_H3.3,0
chr17,98413153,297,Histone_H4K20me1,0
chr9,44368597,124,TFs_and_others_MECP2,0
chr9,44368597,143,Histone_H3K27me3,0
chr2,55194281,82,TFs_and_others_CHD8,0
chr5,148341238,93,Histone_H3K4me1,0
chr20,36903009,198,Histone_H3K9me3,0
chr7,23723959,228,Histone_H3K27ac,0
chr7,52018641,120,TFs_and_others_FOXJ3,0
chr7,52018641,91,TFs_and_others_ARID1B,0
chr7,52018641,499,TFs_and_others_TFAP2B,0
chr7,52018641,171,TFs_and_others_SMARCA4,0
chr7,52018641,152,TFs_and_others_GATA3,0
chr7,52018641,196,TFs_and_others_CHD8,0
chr7,52018641,703,Histone_H3K27ac,0
chr7,52018641,109,TFs_and_others_RARA,0
chr7,52018641,180,TFs_and_others_PITX3,0
chr7,52018641,147,Histone_H3K4me2,0
chr7,52018641,232,Histone_H3K4me3,0
chr7,52018641,154,TFs_and_others_TWIST1,0
chr7,52018641,203,TFs_and_others_RAD21,0
chr7,52018641,623,TFs_and_others_EP300,0
chr7,52018641,644,TFs_and_others_RCOR1,0
chr7,52018641,163,TFs_and_others_REST,0
chr7,52018641,199,TFs_and_others_CHD2,0
chr7,52018641,887,TFs_and_others_GATA2,0
chr7,52018641,211,Histone_H3K4me1,0
chr7,52018641,135,TFs_and_others_MXI1,0
chr8,82943528,122,TFs_and_others_GTF3C2,0
chr8,82943528,180,Histone_H3K27me3,0
chr1,105570072,199,Histone_H3K9me3,0
chr3,17101193,161,Histone_H3K27ac,0
chr8,70030555,378,TFs_and_others_GATA3,0
chr8,70030555,260,Histone_H3K27ac,0
chr8,70030555,386,TFs_and_others_RARA,0
chr8,70030555,408,TFs_and_others_MEIS1,0
chr8,70030555,110,Histone_H3K4me1,0
chr5,141098697,211,Histone_H3K4me3,0
chr17,166215019,339,Histone_H3K27ac,0
chr17,166215019,157,TFs_and_others_PITX3,0
chr17,166215019,1103,TFs_and_others_MAU2,0
chr17,166215019,229,Histone_H3K4me3,0
chr17,166215019,705,Histone_H3K9me3,0
chr17,166215019,620,Histone_H3.3,0
chr17,166215019,297,Histone_H4K20me1,0
chr7,79214091,163,Histone_H3K27me3,0
chr6,41240349,703,Histone_H3K27ac,0
chr6,77146306,83,Histone_H3K27me3,0
chr4,78892467,143,Histone_H3K27ac,0
chr20,44945696,86,Histone_H3K27me3,0
chr20,44945696,206,Histone_H3K4me1,0
chr9,71544629,141,Histone_H3K27me3,0
chr5,71462861,369,TFs_and_others_FLI1,0
chr5,71462861,819,TFs_and_others_YY1,0
chr5,71462861,380,TFs_and_others_SMARCA4,0
chr5,71462861,1805,TFs_and_others_ISL1,0
chr5,71462861,664,Histone_H3K27ac,0
chr5,71462861,1356,TFs_and_others_RARA,0
chr5,71462861,705,TFs_and_others_PITX3,0
chr5,71462861,278,Histone_H3K4me2,0
chr5,71462861,593,Histone_H3K4me3,0
chr5,71462861,339,TFs_and_others_CHD7,0
chr5,71462861,183,TFs_and_others_TWIST1,0
chr5,71462861,694,TFs_and_others_EP300,0
chr5,71462861,647,TFs_and_others_MEIS1,0
chr5,71462861,112,Histone_H3.3,0
chr5,71462861,1198,TFs_and_others_TEAD4,0
chr5,71462861,508,TFs_and_others_PHOX2B,0
chr5,71462861,495,TFs_and_others_ASCL1,0
chr5,71462861,436,TFs_and_others_MXI1,0
chr5,71462861,1635,TFs_and_others_HAND2,0
chr1,164328698,294,Histone_H3K27me3,0
chr4,67802471,104,Histone_H3K9me3,0
chr17,88912563,339,Histone_H3K27ac,0
